onset	duration	trial_type	temperature	trial_id	reliabilityrun	patch	TE	onset_scr	rating
20.017951965332	1	heat	48	1	0	Patch3	te-55	2541.8	80
31.080530166626	1	heat	48	2	0	Patch3	te-55	3648.0	80
45.5163540840149	1	heat	48	3	0	Patch3	te-55	5091.6	80
57.209792137146	1	heat	48	4	0	Patch3	te-55	6260.9	80
68.4827179908752	1	heat	48	5	0	Patch3	te-55	7388.2	80
80.5939531326294	1	heat	48	6	0	Patch3	te-55	8599.4	80
94.1882879734039	1	heat	48	7	0	Patch3	te-55	9958.8	80
108.413864135742	1	heat	48	8	0	Patch3	te-55	11381.4	80
123.2697660923	1	heat	48	9	0	Patch3	te-55	12866.9	80
136.224076986313	1	heat	48	10	0	Patch3	te-55	14162.4	80
148.545990943909	1	heat	48	11	0	Patch3	te-55	15394.6	80
163.610007047653	1	heat	48	12	0	Patch3	te-55	16901.0	80
176.143331050873	1	heat	48	13	0	Patch3	te-55	18154.3	80
189.527752161026	1	heat	48	14	0	Patch3	te-55	19492.7	80
201.006044149399	1	heat	48	15	0	Patch3	te-55	20640.6	80
212.905985116959	1	heat	48	16	0	Patch3	te-55	21830.6	80
225.650004148483	1	heat	48	17	0	Patch3	te-55	23105.0	80
239.665068149567	1	heat	48	18	0	Patch3	te-55	24506.5	80
252.839802026749	1	heat	48	19	0	Patch3	te-55	25824.0	80
266.644859075546	1	heat	48	20	0	Patch3	te-55	27204.5	80
